[*] EdgeShield Sensor Simulator started
[+] iot/gateway/sensor-03/telemetry -> value=1014.11 rssi=-75 fcnt=1470
[+] iot/gateway/sensor-01/telemetry -> value=22.76 rssi=-85 fcnt=1471
[+] iot/gateway/sensor-02/telemetry -> value=56.91 rssi=-88 fcnt=1471
[+] iot/gateway/sensor-03/telemetry -> value=1012.95 rssi=-78 fcnt=1471
[+] iot/gateway/sensor-01/telemetry -> value=25.38 rssi=-78 fcnt=1472
[+] iot/gateway/sensor-02/telemetry -> value=54.74 rssi=-73 fcnt=1472
[+] iot/gateway/sensor-03/telemetry -> value=1012.13 rssi=-77 fcnt=1472
[+] iot/gateway/sensor-01/telemetry -> value=21.99 rssi=-83 fcnt=1473
[+] iot/gateway/sensor-02/telemetry -> value=52.19 rssi=-64 fcnt=1473
[+] iot/gateway/sensor-03/telemetry -> value=1013.27 rssi=-91 fcnt=1473
[+] iot/gateway/sensor-01/telemetry -> value=24.66 rssi=-66 fcnt=1474
[+] iot/gateway/sensor-02/telemetry -> value=57.94 rssi=-83 fcnt=1474
[+] iot/gateway/sensor-03/telemetry -> value=1013.22 rssi=-68 fcnt=1474
[+] iot/gateway/sensor-01/telemetry -> value=21.35 rssi=-66 fcnt=1475
[+] iot/gateway/sensor-02/telemetry -> value=54.55 rssi=-72 fcnt=1475
[+] iot/gateway/sensor-03/telemetry -> value=1015.71 rssi=-69 fcnt=1475
[+] iot/gateway/sensor-01/telemetry -> value=23.18 rssi=-73 fcnt=1476
[+] iot/gateway/sensor-02/telemetry -> value=54.06 rssi=-63 fcnt=1476
[+] iot/gateway/sensor-03/telemetry -> value=1010.61 rssi=-75 fcnt=1476
[+] iot/gateway/sensor-01/telemetry -> value=21.26 rssi=-72 fcnt=1477
[+] iot/gateway/sensor-02/telemetry -> value=56.69 rssi=-70 fcnt=1477
[+] iot/gateway/sensor-03/telemetry -> value=1013.85 rssi=-61 fcnt=1477
[+] iot/gateway/sensor-01/telemetry -> value=20.67 rssi=-67 fcnt=1478
[+] iot/gateway/sensor-02/telemetry -> value=50.93 rssi=-80 fcnt=1478
[+] iot/gateway/sensor-03/telemetry -> value=1017.77 rssi=-71 fcnt=1478
[+] iot/gateway/sensor-01/telemetry -> value=22.92 rssi=-61 fcnt=1479
[+] iot/gateway/sensor-02/telemetry -> value=55.77 rssi=-69 fcnt=1479
[+] iot/gateway/sensor-03/telemetry -> value=1011.94 rssi=-85 fcnt=1479
[+] iot/gateway/sensor-01/telemetry -> value=21.33 rssi=-85 fcnt=1480
[+] iot/gateway/sensor-02/telemetry -> value=59.25 rssi=-62 fcnt=1480
[+] iot/gateway/sensor-03/telemetry -> value=1014.81 rssi=-67 fcnt=1480
[+] iot/gateway/sensor-01/telemetry -> value=22.14 rssi=-92 fcnt=1481
[+] iot/gateway/sensor-02/telemetry -> value=54.8 rssi=-84 fcnt=1481
[+] iot/gateway/sensor-03/telemetry -> value=1012.99 rssi=-62 fcnt=1481
[+] iot/gateway/sensor-01/telemetry -> value=25.17 rssi=-69 fcnt=1482
[+] iot/gateway/sensor-02/telemetry -> value=57.17 rssi=-61 fcnt=1482
[+] iot/gateway/sensor-03/telemetry -> value=1011.51 rssi=-62 fcnt=1482
[+] iot/gateway/sensor-01/telemetry -> value=21.7 rssi=-76 fcnt=1483
[+] iot/gateway/sensor-02/telemetry -> value=51.28 rssi=-79 fcnt=1483
[+] iot/gateway/sensor-03/telemetry -> value=1009.64 rssi=-73 fcnt=1483
[+] iot/gateway/sensor-01/telemetry -> value=22.24 rssi=-87 fcnt=1484
[+] iot/gateway/sensor-02/telemetry -> value=51.97 rssi=-66 fcnt=1484
[+] iot/gateway/sensor-03/telemetry -> value=1016.87 rssi=-95 fcnt=1484
[+] iot/gateway/sensor-01/telemetry -> value=22.33 rssi=-81 fcnt=1485
[+] iot/gateway/sensor-02/telemetry -> value=54.05 rssi=-83 fcnt=1485
[+] iot/gateway/sensor-03/telemetry -> value=1012.8 rssi=-83 fcnt=1485
[+] iot/gateway/sensor-01/telemetry -> value=23.12 rssi=-80 fcnt=1486
[+] iot/gateway/sensor-02/telemetry -> value=54.26 rssi=-92 fcnt=1486
[+] iot/gateway/sensor-03/telemetry -> value=1014.18 rssi=-69 fcnt=1486
[+] iot/gateway/sensor-01/telemetry -> value=22.14 rssi=-76 fcnt=1487
[+] iot/gateway/sensor-02/telemetry -> value=58.85 rssi=-62 fcnt=1487
[+] iot/gateway/sensor-03/telemetry -> value=1011.51 rssi=-60 fcnt=1487
[+] iot/gateway/sensor-01/telemetry -> value=25.07 rssi=-79 fcnt=1488
[+] iot/gateway/sensor-02/telemetry -> value=54.16 rssi=-61 fcnt=1488
[+] iot/gateway/sensor-03/telemetry -> value=1015.26 rssi=-63 fcnt=1488
[+] iot/gateway/sensor-01/telemetry -> value=20.39 rssi=-94 fcnt=1489
[+] iot/gateway/sensor-02/telemetry -> value=54.35 rssi=-89 fcnt=1489
[+] iot/gateway/sensor-03/telemetry -> value=1012.84 rssi=-83 fcnt=1489
[+] iot/gateway/sensor-01/telemetry -> value=22.84 rssi=-84 fcnt=1490
[+] iot/gateway/sensor-02/telemetry -> value=58.87 rssi=-93 fcnt=1490
[+] iot/gateway/sensor-03/telemetry -> value=1014.64 rssi=-90 fcnt=1490
[+] iot/gateway/sensor-01/telemetry -> value=21.26 rssi=-81 fcnt=1491
[+] iot/gateway/sensor-02/telemetry -> value=54.49 rssi=-60 fcnt=1491
[+] iot/gateway/sensor-03/telemetry -> value=1012.43 rssi=-81 fcnt=1491
[+] iot/gateway/sensor-01/telemetry -> value=23.61 rssi=-75 fcnt=1492
[+] iot/gateway/sensor-02/telemetry -> value=56.36 rssi=-81 fcnt=1492
[+] iot/gateway/sensor-03/telemetry -> value=1011.24 rssi=-71 fcnt=1492
[+] iot/gateway/sensor-01/telemetry -> value=22.66 rssi=-91 fcnt=1493
[+] iot/gateway/sensor-02/telemetry -> value=54.41 rssi=-93 fcnt=1493
[+] iot/gateway/sensor-03/telemetry -> value=1014.94 rssi=-72 fcnt=1493
[+] iot/gateway/sensor-01/telemetry -> value=22.97 rssi=-82 fcnt=1494
[+] iot/gateway/sensor-02/telemetry -> value=52.59 rssi=-90 fcnt=1494
[+] iot/gateway/sensor-03/telemetry -> value=1015.54 rssi=-94 fcnt=1494
[+] iot/gateway/sensor-01/telemetry -> value=22.66 rssi=-79 fcnt=1495
[+] iot/gateway/sensor-02/telemetry -> value=56.37 rssi=-93 fcnt=1495
[+] iot/gateway/sensor-03/telemetry -> value=1015.82 rssi=-78 fcnt=1495
[+] iot/gateway/sensor-01/telemetry -> value=20.06 rssi=-87 fcnt=1496
[+] iot/gateway/sensor-02/telemetry -> value=52.37 rssi=-67 fcnt=1496
[+] iot/gateway/sensor-03/telemetry -> value=1012.36 rssi=-75 fcnt=1496
[+] iot/gateway/sensor-01/telemetry -> value=21.49 rssi=-78 fcnt=1497
[+] iot/gateway/sensor-02/telemetry -> value=56.13 rssi=-62 fcnt=1497
[+] iot/gateway/sensor-03/telemetry -> value=1014.02 rssi=-78 fcnt=1497
[+] iot/gateway/sensor-01/telemetry -> value=22.91 rssi=-70 fcnt=1498
[+] iot/gateway/sensor-02/telemetry -> value=60.12 rssi=-87 fcnt=1498
[+] iot/gateway/sensor-03/telemetry -> value=1011.03 rssi=-90 fcnt=1498
[+] iot/gateway/sensor-01/telemetry -> value=21.95 rssi=-88 fcnt=1499
[+] iot/gateway/sensor-02/telemetry -> value=54.12 rssi=-76 fcnt=1499
[+] iot/gateway/sensor-03/telemetry -> value=1011.38 rssi=-65 fcnt=1499
[+] iot/gateway/sensor-01/telemetry -> value=21.45 rssi=-67 fcnt=1500
[+] iot/gateway/sensor-02/telemetry -> value=52.51 rssi=-85 fcnt=1500
[+] iot/gateway/sensor-03/telemetry -> value=1012.09 rssi=-77 fcnt=1500
[+] iot/gateway/sensor-01/telemetry -> value=23.52 rssi=-92 fcnt=1501
[+] iot/gateway/sensor-02/telemetry -> value=52.41 rssi=-84 fcnt=1501
[+] iot/gateway/sensor-03/telemetry -> value=1011.9 rssi=-65 fcnt=1501
[+] iot/gateway/sensor-01/telemetry -> value=24.18 rssi=-62 fcnt=1502
[+] iot/gateway/sensor-02/telemetry -> value=52.99 rssi=-92 fcnt=1502
[+] iot/gateway/sensor-03/telemetry -> value=1014.41 rssi=-80 fcnt=1502
[+] iot/gateway/sensor-01/telemetry -> value=20.12 rssi=-66 fcnt=1503
[+] iot/gateway/sensor-02/telemetry -> value=58.01 rssi=-95 fcnt=1503
[+] iot/gateway/sensor-03/telemetry -> value=1014.39 rssi=-64 fcnt=1503
[+] iot/gateway/sensor-01/telemetry -> value=21.63 rssi=-93 fcnt=1504
[+] iot/gateway/sensor-02/telemetry -> value=54.91 rssi=-79 fcnt=1504
[+] iot/gateway/sensor-03/telemetry -> value=1013.74 rssi=-80 fcnt=1504
[+] iot/gateway/sensor-01/telemetry -> value=21.96 rssi=-91 fcnt=1505
[+] iot/gateway/sensor-02/telemetry -> value=57.16 rssi=-71 fcnt=1505
[+] iot/gateway/sensor-03/telemetry -> value=1012.31 rssi=-75 fcnt=1505
[+] iot/gateway/sensor-01/telemetry -> value=22.3 rssi=-78 fcnt=1506
[+] iot/gateway/sensor-02/telemetry -> value=56.69 rssi=-85 fcnt=1506
[+] iot/gateway/sensor-03/telemetry -> value=1012.24 rssi=-66 fcnt=1506
[+] iot/gateway/sensor-01/telemetry -> value=25.52 rssi=-85 fcnt=1507
[+] iot/gateway/sensor-02/telemetry -> value=53.46 rssi=-84 fcnt=1507
[+] iot/gateway/sensor-03/telemetry -> value=1011.78 rssi=-66 fcnt=1507
[+] iot/gateway/sensor-01/telemetry -> value=24.93 rssi=-70 fcnt=1508
[+] iot/gateway/sensor-02/telemetry -> value=51.62 rssi=-65 fcnt=1508
[+] iot/gateway/sensor-03/telemetry -> value=1011.97 rssi=-87 fcnt=1508
[+] iot/gateway/sensor-01/telemetry -> value=19.27 rssi=-80 fcnt=1509
[+] iot/gateway/sensor-02/telemetry -> value=55.78 rssi=-86 fcnt=1509
[+] iot/gateway/sensor-03/telemetry -> value=1013.64 rssi=-87 fcnt=1509
[+] iot/gateway/sensor-01/telemetry -> value=24.23 rssi=-88 fcnt=1510
[+] iot/gateway/sensor-02/telemetry -> value=60.69 rssi=-64 fcnt=1510
[+] iot/gateway/sensor-03/telemetry -> value=1010.25 rssi=-72 fcnt=1510
[+] iot/gateway/sensor-01/telemetry -> value=23.24 rssi=-94 fcnt=1511
[+] iot/gateway/sensor-02/telemetry -> value=55.22 rssi=-92 fcnt=1511
[+] iot/gateway/sensor-03/telemetry -> value=1014.21 rssi=-75 fcnt=1511
[+] iot/gateway/sensor-01/telemetry -> value=21.8 rssi=-66 fcnt=1512
[+] iot/gateway/sensor-02/telemetry -> value=55.03 rssi=-67 fcnt=1512
[+] iot/gateway/sensor-03/telemetry -> value=1015.02 rssi=-72 fcnt=1512
[+] iot/gateway/sensor-01/telemetry -> value=21.76 rssi=-66 fcnt=1513
[+] iot/gateway/sensor-02/telemetry -> value=58.97 rssi=-64 fcnt=1513
[+] iot/gateway/sensor-03/telemetry -> value=1013.47 rssi=-63 fcnt=1513
[+] iot/gateway/sensor-01/telemetry -> value=22.73 rssi=-62 fcnt=1514
[+] iot/gateway/sensor-02/telemetry -> value=50.98 rssi=-68 fcnt=1514
[+] iot/gateway/sensor-03/telemetry -> value=1014.24 rssi=-69 fcnt=1514
[+] iot/gateway/sensor-01/telemetry -> value=21.55 rssi=-89 fcnt=1515
[+] iot/gateway/sensor-02/telemetry -> value=52.06 rssi=-94 fcnt=1515
[+] iot/gateway/sensor-03/telemetry -> value=1014.94 rssi=-83 fcnt=1515
[+] iot/gateway/sensor-01/telemetry -> value=22.29 rssi=-92 fcnt=1516
[+] iot/gateway/sensor-02/telemetry -> value=52.31 rssi=-74 fcnt=1516
[+] iot/gateway/sensor-03/telemetry -> value=1014.18 rssi=-63 fcnt=1516
[+] iot/gateway/sensor-01/telemetry -> value=22.72 rssi=-86 fcnt=1517
[+] iot/gateway/sensor-02/telemetry -> value=54.6 rssi=-93 fcnt=1517
[+] iot/gateway/sensor-03/telemetry -> value=1011.52 rssi=-82 fcnt=1517
[+] iot/gateway/sensor-01/telemetry -> value=22.51 rssi=-73 fcnt=1518
[+] iot/gateway/sensor-02/telemetry -> value=48.99 rssi=-82 fcnt=1518
[+] iot/gateway/sensor-03/telemetry -> value=1012.74 rssi=-82 fcnt=1518
[+] iot/gateway/sensor-01/telemetry -> value=22.6 rssi=-74 fcnt=1519
[+] iot/gateway/sensor-02/telemetry -> value=54.86 rssi=-94 fcnt=1519
[+] iot/gateway/sensor-03/telemetry -> value=1012.9 rssi=-77 fcnt=1519
[+] iot/gateway/sensor-01/telemetry -> value=23.34 rssi=-66 fcnt=1520
[+] iot/gateway/sensor-02/telemetry -> value=49.43 rssi=-65 fcnt=1520
[+] iot/gateway/sensor-03/telemetry -> value=1014.44 rssi=-93 fcnt=1520
[+] iot/gateway/sensor-01/telemetry -> value=22.88 rssi=-64 fcnt=1521
[+] iot/gateway/sensor-02/telemetry -> value=57.59 rssi=-64 fcnt=1521
[+] iot/gateway/sensor-03/telemetry -> value=1013.55 rssi=-74 fcnt=1521
[+] iot/gateway/sensor-01/telemetry -> value=23.39 rssi=-90 fcnt=1522
[+] iot/gateway/sensor-02/telemetry -> value=58.14 rssi=-76 fcnt=1522
[+] iot/gateway/sensor-03/telemetry -> value=1013.38 rssi=-64 fcnt=1522
[+] iot/gateway/sensor-01/telemetry -> value=23.17 rssi=-75 fcnt=1523
[+] iot/gateway/sensor-02/telemetry -> value=52.35 rssi=-63 fcnt=1523
[+] iot/gateway/sensor-03/telemetry -> value=1015.65 rssi=-75 fcnt=1523
[+] iot/gateway/sensor-01/telemetry -> value=22.91 rssi=-93 fcnt=1524
[+] iot/gateway/sensor-02/telemetry -> value=56.82 rssi=-91 fcnt=1524
[+] iot/gateway/sensor-03/telemetry -> value=1012.83 rssi=-82 fcnt=1524
[+] iot/gateway/sensor-01/telemetry -> value=22.96 rssi=-76 fcnt=1525
[+] iot/gateway/sensor-02/telemetry -> value=50.45 rssi=-90 fcnt=1525
[+] iot/gateway/sensor-03/telemetry -> value=1013.31 rssi=-84 fcnt=1525
[+] iot/gateway/sensor-01/telemetry -> value=22.27 rssi=-87 fcnt=1526
[+] iot/gateway/sensor-02/telemetry -> value=59.78 rssi=-84 fcnt=1526
[+] iot/gateway/sensor-03/telemetry -> value=1011.93 rssi=-76 fcnt=1526
[+] iot/gateway/sensor-01/telemetry -> value=22.29 rssi=-68 fcnt=1527
[+] iot/gateway/sensor-02/telemetry -> value=52.82 rssi=-81 fcnt=1527
[+] iot/gateway/sensor-03/telemetry -> value=1011.02 rssi=-82 fcnt=1527
[+] iot/gateway/sensor-01/telemetry -> value=21.63 rssi=-73 fcnt=1528
[+] iot/gateway/sensor-02/telemetry -> value=56.69 rssi=-88 fcnt=1528
[+] iot/gateway/sensor-03/telemetry -> value=1016.64 rssi=-80 fcnt=1528
[+] iot/gateway/sensor-01/telemetry -> value=22.39 rssi=-87 fcnt=1529
[+] iot/gateway/sensor-02/telemetry -> value=51.88 rssi=-64 fcnt=1529
[+] iot/gateway/sensor-03/telemetry -> value=1013.55 rssi=-73 fcnt=1529
[+] iot/gateway/sensor-01/telemetry -> value=22.5 rssi=-86 fcnt=1530
[+] iot/gateway/sensor-02/telemetry -> value=50.83 rssi=-91 fcnt=1530
[+] iot/gateway/sensor-03/telemetry -> value=1011.9 rssi=-61 fcnt=1530
[+] iot/gateway/sensor-01/telemetry -> value=22.62 rssi=-80 fcnt=1531
[+] iot/gateway/sensor-02/telemetry -> value=58.14 rssi=-75 fcnt=1531
[+] iot/gateway/sensor-03/telemetry -> value=1015.0 rssi=-77 fcnt=1531
[+] iot/gateway/sensor-01/telemetry -> value=22.83 rssi=-90 fcnt=1532
[+] iot/gateway/sensor-02/telemetry -> value=58.19 rssi=-67 fcnt=1532
[+] iot/gateway/sensor-03/telemetry -> value=1012.63 rssi=-64 fcnt=1532
[+] iot/gateway/sensor-01/telemetry -> value=22.13 rssi=-84 fcnt=1533
[+] iot/gateway/sensor-02/telemetry -> value=61.12 rssi=-65 fcnt=1533
[+] iot/gateway/sensor-03/telemetry -> value=1013.41 rssi=-83 fcnt=1533
[+] iot/gateway/sensor-01/telemetry -> value=22.76 rssi=-79 fcnt=1534
[+] iot/gateway/sensor-02/telemetry -> value=51.74 rssi=-67 fcnt=1534
[+] iot/gateway/sensor-03/telemetry -> value=1012.67 rssi=-85 fcnt=1534
[+] iot/gateway/sensor-01/telemetry -> value=23.08 rssi=-94 fcnt=1535
[+] iot/gateway/sensor-02/telemetry -> value=50.39 rssi=-76 fcnt=1535
[+] iot/gateway/sensor-03/telemetry -> value=1013.38 rssi=-93 fcnt=1535
[+] iot/gateway/sensor-01/telemetry -> value=22.12 rssi=-89 fcnt=1536
[+] iot/gateway/sensor-02/telemetry -> value=59.67 rssi=-73 fcnt=1536
[+] iot/gateway/sensor-03/telemetry -> value=1015.01 rssi=-84 fcnt=1536
[+] iot/gateway/sensor-01/telemetry -> value=21.57 rssi=-72 fcnt=1537
[+] iot/gateway/sensor-02/telemetry -> value=52.7 rssi=-61 fcnt=1537
[+] iot/gateway/sensor-03/telemetry -> value=1008.35 rssi=-91 fcnt=1537
[+] iot/gateway/sensor-01/telemetry -> value=21.79 rssi=-74 fcnt=1538
[+] iot/gateway/sensor-02/telemetry -> value=54.31 rssi=-66 fcnt=1538
[+] iot/gateway/sensor-03/telemetry -> value=1010.55 rssi=-83 fcnt=1538
[+] iot/gateway/sensor-01/telemetry -> value=22.87 rssi=-73 fcnt=1539
[+] iot/gateway/sensor-02/telemetry -> value=56.37 rssi=-66 fcnt=1539
[+] iot/gateway/sensor-03/telemetry -> value=1012.31 rssi=-72 fcnt=1539
[+] iot/gateway/sensor-01/telemetry -> value=21.79 rssi=-86 fcnt=1540
[+] iot/gateway/sensor-02/telemetry -> value=56.11 rssi=-70 fcnt=1540
[+] iot/gateway/sensor-03/telemetry -> value=1016.91 rssi=-65 fcnt=1540
[+] iot/gateway/sensor-01/telemetry -> value=23.83 rssi=-74 fcnt=1541
[+] iot/gateway/sensor-02/telemetry -> value=57.23 rssi=-83 fcnt=1541
[+] iot/gateway/sensor-03/telemetry -> value=1010.78 rssi=-94 fcnt=1541
[+] iot/gateway/sensor-01/telemetry -> value=23.46 rssi=-74 fcnt=1542
[+] iot/gateway/sensor-02/telemetry -> value=52.26 rssi=-61 fcnt=1542
[+] iot/gateway/sensor-03/telemetry -> value=1016.06 rssi=-84 fcnt=1542
[+] iot/gateway/sensor-01/telemetry -> value=23.88 rssi=-94 fcnt=1543
[+] iot/gateway/sensor-02/telemetry -> value=59.32 rssi=-62 fcnt=1543
[+] iot/gateway/sensor-03/telemetry -> value=1014.6 rssi=-71 fcnt=1543
[+] iot/gateway/sensor-01/telemetry -> value=24.07 rssi=-94 fcnt=1544
[+] iot/gateway/sensor-02/telemetry -> value=56.14 rssi=-80 fcnt=1544
[+] iot/gateway/sensor-03/telemetry -> value=1013.29 rssi=-82 fcnt=1544
[+] iot/gateway/sensor-01/telemetry -> value=23.96 rssi=-85 fcnt=1545
[+] iot/gateway/sensor-02/telemetry -> value=54.2 rssi=-95 fcnt=1545
[+] iot/gateway/sensor-03/telemetry -> value=1012.5 rssi=-88 fcnt=1545
[+] iot/gateway/sensor-01/telemetry -> value=20.95 rssi=-69 fcnt=1546
[+] iot/gateway/sensor-02/telemetry -> value=59.88 rssi=-66 fcnt=1546
[+] iot/gateway/sensor-03/telemetry -> value=1011.29 rssi=-80 fcnt=1546
[+] iot/gateway/sensor-01/telemetry -> value=23.3 rssi=-85 fcnt=1547
[+] iot/gateway/sensor-02/telemetry -> value=52.54 rssi=-85 fcnt=1547
[+] iot/gateway/sensor-03/telemetry -> value=1008.82 rssi=-95 fcnt=1547
[+] iot/gateway/sensor-01/telemetry -> value=22.24 rssi=-85 fcnt=1548
[+] iot/gateway/sensor-02/telemetry -> value=57.87 rssi=-90 fcnt=1548
[+] iot/gateway/sensor-03/telemetry -> value=1014.76 rssi=-73 fcnt=1548
[+] iot/gateway/sensor-01/telemetry -> value=21.24 rssi=-73 fcnt=1549
[+] iot/gateway/sensor-02/telemetry -> value=54.41 rssi=-66 fcnt=1549
[+] iot/gateway/sensor-03/telemetry -> value=1012.78 rssi=-74 fcnt=1549
[+] iot/gateway/sensor-01/telemetry -> value=25.04 rssi=-82 fcnt=1550
[+] iot/gateway/sensor-02/telemetry -> value=53.36 rssi=-88 fcnt=1550
[+] iot/gateway/sensor-03/telemetry -> value=1015.54 rssi=-94 fcnt=1550
[+] iot/gateway/sensor-01/telemetry -> value=24.21 rssi=-85 fcnt=1551
[+] iot/gateway/sensor-02/telemetry -> value=53.51 rssi=-90 fcnt=1551
[+] iot/gateway/sensor-03/telemetry -> value=1012.38 rssi=-87 fcnt=1551
[+] iot/gateway/sensor-01/telemetry -> value=22.79 rssi=-66 fcnt=1552
[+] iot/gateway/sensor-02/telemetry -> value=56.35 rssi=-87 fcnt=1552
[+] iot/gateway/sensor-03/telemetry -> value=1009.67 rssi=-64 fcnt=1552
[+] iot/gateway/sensor-01/telemetry -> value=23.86 rssi=-79 fcnt=1553
[+] iot/gateway/sensor-02/telemetry -> value=57.36 rssi=-64 fcnt=1553
[+] iot/gateway/sensor-03/telemetry -> value=1012.0 rssi=-80 fcnt=1553
[+] iot/gateway/sensor-01/telemetry -> value=23.49 rssi=-72 fcnt=1554
[+] iot/gateway/sensor-02/telemetry -> value=56.74 rssi=-79 fcnt=1554
[+] iot/gateway/sensor-03/telemetry -> value=1015.48 rssi=-73 fcnt=1554
[+] iot/gateway/sensor-01/telemetry -> value=22.27 rssi=-91 fcnt=1555
[+] iot/gateway/sensor-02/telemetry -> value=53.77 rssi=-86 fcnt=1555
[+] iot/gateway/sensor-03/telemetry -> value=1013.4 rssi=-81 fcnt=1555
[+] iot/gateway/sensor-01/telemetry -> value=21.78 rssi=-62 fcnt=1556
[+] iot/gateway/sensor-02/telemetry -> value=61.85 rssi=-81 fcnt=1556
[+] iot/gateway/sensor-03/telemetry -> value=1013.06 rssi=-75 fcnt=1556
[+] iot/gateway/sensor-01/telemetry -> value=21.43 rssi=-63 fcnt=1557
[+] iot/gateway/sensor-02/telemetry -> value=57.36 rssi=-87 fcnt=1557
[+] iot/gateway/sensor-03/telemetry -> value=1016.32 rssi=-68 fcnt=1557
[+] iot/gateway/sensor-01/telemetry -> value=23.1 rssi=-90 fcnt=1558
[+] iot/gateway/sensor-02/telemetry -> value=51.63 rssi=-88 fcnt=1558
[+] iot/gateway/sensor-03/telemetry -> value=1010.39 rssi=-91 fcnt=1558
[+] iot/gateway/sensor-01/telemetry -> value=23.24 rssi=-92 fcnt=1559
[+] iot/gateway/sensor-02/telemetry -> value=54.64 rssi=-67 fcnt=1559
[+] iot/gateway/sensor-03/telemetry -> value=1015.08 rssi=-95 fcnt=1559
[+] iot/gateway/sensor-01/telemetry -> value=25.28 rssi=-69 fcnt=1560
[+] iot/gateway/sensor-02/telemetry -> value=58.3 rssi=-91 fcnt=1560
[+] iot/gateway/sensor-03/telemetry -> value=1015.2 rssi=-90 fcnt=1560
[+] iot/gateway/sensor-01/telemetry -> value=23.41 rssi=-89 fcnt=1561
[+] iot/gateway/sensor-02/telemetry -> value=50.39 rssi=-77 fcnt=1561
[+] iot/gateway/sensor-03/telemetry -> value=1013.47 rssi=-62 fcnt=1561
[+] iot/gateway/sensor-01/telemetry -> value=21.35 rssi=-82 fcnt=1562
[+] iot/gateway/sensor-02/telemetry -> value=56.04 rssi=-92 fcnt=1562
[+] iot/gateway/sensor-03/telemetry -> value=1014.72 rssi=-90 fcnt=1562
[+] iot/gateway/sensor-01/telemetry -> value=22.22 rssi=-81 fcnt=1563
[+] iot/gateway/sensor-02/telemetry -> value=54.14 rssi=-81 fcnt=1563
[+] iot/gateway/sensor-03/telemetry -> value=1010.35 rssi=-60 fcnt=1563
[+] iot/gateway/sensor-01/telemetry -> value=21.3 rssi=-79 fcnt=1564
[+] iot/gateway/sensor-02/telemetry -> value=60.87 rssi=-88 fcnt=1564
[+] iot/gateway/sensor-03/telemetry -> value=1013.88 rssi=-73 fcnt=1564
[+] iot/gateway/sensor-01/telemetry -> value=24.72 rssi=-60 fcnt=1565
[+] iot/gateway/sensor-02/telemetry -> value=52.13 rssi=-78 fcnt=1565
[+] iot/gateway/sensor-03/telemetry -> value=1011.3 rssi=-82 fcnt=1565
[+] iot/gateway/sensor-01/telemetry -> value=21.96 rssi=-91 fcnt=1566
[+] iot/gateway/sensor-02/telemetry -> value=51.26 rssi=-63 fcnt=1566
[+] iot/gateway/sensor-03/telemetry -> value=1012.01 rssi=-89 fcnt=1566
[+] iot/gateway/sensor-01/telemetry -> value=22.87 rssi=-60 fcnt=1567
[+] iot/gateway/sensor-02/telemetry -> value=59.94 rssi=-91 fcnt=1567
[+] iot/gateway/sensor-03/telemetry -> value=1012.29 rssi=-71 fcnt=1567
[+] iot/gateway/sensor-01/telemetry -> value=23.58 rssi=-90 fcnt=1568
[+] iot/gateway/sensor-02/telemetry -> value=52.14 rssi=-78 fcnt=1568
[+] iot/gateway/sensor-03/telemetry -> value=1013.94 rssi=-79 fcnt=1568
[+] iot/gateway/sensor-01/telemetry -> value=22.51 rssi=-66 fcnt=1569
[+] iot/gateway/sensor-02/telemetry -> value=52.76 rssi=-91 fcnt=1569
[+] iot/gateway/sensor-03/telemetry -> value=1015.99 rssi=-82 fcnt=1569
[+] iot/gateway/sensor-01/telemetry -> value=23.6 rssi=-88 fcnt=1570
[+] iot/gateway/sensor-02/telemetry -> value=57.51 rssi=-60 fcnt=1570
[+] iot/gateway/sensor-03/telemetry -> value=1013.96 rssi=-92 fcnt=1570
[+] iot/gateway/sensor-01/telemetry -> value=22.92 rssi=-63 fcnt=1571
[+] iot/gateway/sensor-02/telemetry -> value=56.7 rssi=-65 fcnt=1571
[+] iot/gateway/sensor-03/telemetry -> value=1016.35 rssi=-67 fcnt=1571
[+] iot/gateway/sensor-01/telemetry -> value=25.02 rssi=-86 fcnt=1572
[+] iot/gateway/sensor-02/telemetry -> value=52.13 rssi=-93 fcnt=1572
[+] iot/gateway/sensor-03/telemetry -> value=1011.55 rssi=-71 fcnt=1572
[+] iot/gateway/sensor-01/telemetry -> value=21.55 rssi=-71 fcnt=1573
[+] iot/gateway/sensor-02/telemetry -> value=51.7 rssi=-65 fcnt=1573
[+] iot/gateway/sensor-03/telemetry -> value=1015.02 rssi=-93 fcnt=1573
[+] iot/gateway/sensor-01/telemetry -> value=21.97 rssi=-93 fcnt=1574
[+] iot/gateway/sensor-02/telemetry -> value=55.11 rssi=-71 fcnt=1574
[+] iot/gateway/sensor-03/telemetry -> value=1014.28 rssi=-78 fcnt=1574
[+] iot/gateway/sensor-01/telemetry -> value=20.27 rssi=-77 fcnt=1575
[+] iot/gateway/sensor-02/telemetry -> value=53.52 rssi=-71 fcnt=1575
[+] iot/gateway/sensor-03/telemetry -> value=1008.77 rssi=-68 fcnt=1575
[+] iot/gateway/sensor-01/telemetry -> value=24.03 rssi=-90 fcnt=1576
[+] iot/gateway/sensor-02/telemetry -> value=56.91 rssi=-84 fcnt=1576
[+] iot/gateway/sensor-03/telemetry -> value=1013.92 rssi=-66 fcnt=1576
[+] iot/gateway/sensor-01/telemetry -> value=23.04 rssi=-78 fcnt=1577
[+] iot/gateway/sensor-02/telemetry -> value=58.52 rssi=-69 fcnt=1577
[+] iot/gateway/sensor-03/telemetry -> value=1013.33 rssi=-94 fcnt=1577
